OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"Eunice SPA 直營館~忠孝敦化店-美容師",全職,17,醫療／美容／保健,170208,美療／芳療師,30,20251214,"Eunice Spa   直營館  -忠孝敦化店  ~ Eunice Spa一直致力於電子商務導客經營，來客人數非常多我們需要增加人手!我們邀請所有想要投入美容spa工作的妳~創造獨立、自主、美麗的自己!1.為顧客提供美容諮詢並供相關保養和建議。2.提供美容芳香療程、精油按摩舒壓等服務。3.維護與店內客人良好關係。 4.專注服務、耐心、貼心為客人創造一個溫馨放鬆的好地方。 5.~~無業績壓力~~我們提供溫馨良好的工作環境~給予每一位員工。",台北市大安區,無,日班,月薪,35000,100000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2546797&HIRE_ID=13871197","創群生醫股份有限公司",20251014
"TAJIMAYA Shabu Shabu -但馬家涮涮鍋廚房助理(甜點)",全職,16,旅遊／餐飲／休閒,160206,廚師助理,1,20251231,"1.主動積極，配合度高2.協助處理主管交辦事項3.烘焙西點商品製作4.協助餐點備置、品質控管、出餐5.工作區域與設備之清潔維護6.食材保存及物料盤點管理",台北市松山區,無,日班、夜班,月薪,36000,40000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2308605&HIRE_ID=13339565","文華精品股份有限公司",20251210
"家庭幫傭",全職,19,清潔／家事／托育(保母),190201,家事服務員/家庭清潔人員,1,20251216,"整理家務「本職缺含托育服務工作，求職者須依『居家式托育服務提供登記及管理辦法』向直轄市、縣（市）主管機關辦理托育服務登記。」",台北市大安區,無,日班,月薪,33590,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2610707&HIRE_ID=13986771","朱小姐",20251208
"居家服務員",兼職,17,醫療／美容／保健,170113,照顧服務員,4,20260124,"機構名稱：社團法人台北市家庭照顧者關懷協會附設臺北市私立家協居家式服務類長期照顧服務機構依長照專員核定提供相對應服務項目，依照個案需求提供以下服務--基本身體清潔、基本日常照顧、測量生命徵象、協助進食或管灌餵食、餐食照顧、協助沐浴及洗頭、翻身拍背、肢體關節活動、協助上下樓梯、陪同外出、陪同就醫、家務協助自用、家務協助共用、代購或代送自用、代購或代送共用、協助執行輔助性醫療、安全看視陪伴服務、巡視服務、協助洗頭、協助排泄。",台北市大安區,無,日班、部份工時：08時00分至12時00分,時薪,220,220,國中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=424182&HIRE_ID=13955261","社團法人台北市家庭照顧者關懷協會",20251124
"倉管助理",全職,15,物流／運輸／資材,150304,倉管人員,2,額滿為止,"1. 負責貨品進出庫登記與資料建檔。2. 協助點貨、包裝、分類、盤點及庫存整理。3. 維持倉庫整潔、安全與物品擺放規範。4. 協助主管處理出貨文件、標籤列印與物流聯繫。5. 具責任感、細心耐心、可配合加班或輪班者佳。6. 進貨及出貨寄貨處理 7. 主管交辦事項",台北市南港區,1年以上,日班,月薪,28590,40000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2510811&HIRE_ID=13942491","日月鑫國際行銷聯合展業股份有限公司",20251117
"醫美客服(台北)",全職,02,業務／貿易／銷售,020102,業務人員,2,20251231,"1.提供客人詢問整形/微整形/雷射等服務項目時說明2.具備整形、醫學美容等概念3.認真負責、細心，願意主動關懷客戶4.良好情緒管理能力，願意配合團隊合作",台北市不限,2年以上,中班,月薪,50000,150000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2372115&HIRE_ID=13812735","聖宜診所",20251127
"<必勝客內湖成功二外送店>兼職外送人員",全職,15,物流／運輸／資材,150104,外務及快遞人員,8,額滿為止,"。依據訓練標準程序櫃台電話接聽點餐/切割包裝/外送服務、門市環境清潔維護(騎乘公司提供之外送車)。可於各班別中任選4-6小時彈性排班★ 基本時薪：$190 ""起""★ 津貼福利◆ 外送：$10-14/每趟次；外送趟次越多賺越多◆ 考核：每通過一站別考核即可為自己加薪($2/時)◆ 值班津貼：每小時40元(晉升幹部後)◆ 健檢：任職滿一年起，公司提供年度健檢照顧你的健康◆ 保險：除勞、健、勞退外，公司更為你投保團保維護你的安全◆ 員工用餐折扣：每月任職滿50小時，即享有乙次員工折扣優惠85折簡訊，除了自用也能分享給親友共享唷◆ 生日/節慶禮卷：你生日我慶祝，生日當月我們提供你品牌禮卷 讓生日更有溫度你過節我共歡，重要節慶我們提供你福利禮券 好好與家人歡慶你旅遊我贊助，每年職福會提供你旅遊津貼 好好享受幸福人生",台北市內湖區,無,,時薪,190,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=810&HIRE_ID=13983685","富利餐飲股份有限公司",20251205
"(12/16徵才)電子設備相關維修人員 (需外勤)",全職,10,技術／維修／操作,100290,其他產品維修人員,1,20260204,"1.驗票機維修2.線通訊設備檢測3.數位行車器校正4.相關設備檢測與執行5.無經驗可,持有專業證照能看懂電路圖是更好6.薪資；月薪30,000元起(薪資最高可達38,000元)---------------------------------------------------------------------------------新北市聯合徵才活動-新莊區公所10樓禮堂活動時間：12月16日 (二)【上午10點-下午2點】活動地點：新莊區公所【10樓禮堂】(新莊區中正路176號10樓)交通方式：可搭乘新莊捷運「新莊站1號出口」右轉步行約3分鐘活動資訊：請複製右側網址→【https://taiwangov.com/naoYQ/TJ】洽詢電話：02-2206-6196---------------------------------------------------------------------------------",台北市士林區,無,日班,月薪,30000,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=13808&HIRE_ID=13980835","中興大業巴士股份有限公司",20251204
"廚師助理-(蜀川香酸菜魚)(婦女工調)",兼職,16,旅遊／餐飲／休閒,160206,廚師助理,1,20251231,"1) 準備食材的前置作業，一般簡易餐點、套餐烹調。 2) 菜口控單、出餐時負責菜餚擺盤服務。 3) 叫貨點貨、控制食材成本及鮮度。 4) 餐飲品質控管。 5)主管交辦事項。※10:00~22:00(前面至少4小時，後面依實際狀況以員工彈性工時)",台北市中山區,無,部份工時：時分至時分,時薪,190,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2510425&HIRE_ID=13278637","米塔泰舍股份有限公司",20250306
"(12/16徵才)駐點 機電組長/ 主任 工程師",全職,07,工程／研發／生技,070218,機電整合工程師,3,20260204,"1.商辦大樓水電、消防、發電機等保養維護2.業主方機電相關事務狀況回報 3.需備乙級或甲匠等機電相關證照4.薪資：月薪45,000元起(依學經歷、證照核薪)---------------------------------------------------------------------------------新北市聯合徵才活動-新莊區公所10樓禮堂活動時間：12月16日 (二)【上午10點-下午2點】活動地點：新莊區公所【10樓禮堂】(新莊區中正路176號10樓)交通方式：可搭乘新莊捷運「新莊站1號出口」右轉步行約3分鐘活動資訊：請複製右側網址→【https://taiwangov.com/naoYQ/TJ】洽詢電話：02-2206-6196---------------------------------------------------------------------------------",台北市不限,無,日班,月薪,45000,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=53790&HIRE_ID=13981089","高力國際公寓大廈管理維護股份有限公司",20251204
"台北明曜店-【輪班】計時人員",兼職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,4,額滿為止,"【工作內容】1.顧客服務：商品相關諮詢、收銀結帳、售後服務、商品測試等。2.商品管理：商品進貨搬貨、補貨、商品排面整理、庫存管理等。3.店鋪形象維護：門市清潔、陳列布置等。4.賣場管理、門市營運等相關工作。5.其他主管交代事項等。【工作時間】◆店舖可排班時間帶為9:00~23:00間，可配合的時段，待面試時面議。◆時薪制： 一日工作時間約 8小時，一週約40小時。◆須配合輪班(早晚班)/輪調(學習商圈經營)◆星期六、日，國定假日、春節視店舖人力需求，須配合排班。其他條件◆認同台灣大創品牌精神與理念◆工作認真負責、具微笑、親切有禮服務態度◆善與人溝通合作、重視團隊精神◆對百貨零售有興趣◆能搬運貨品及長時間走動及久站◆具服務業經驗尤佳◆願意接受挑戰及抗壓◆具服務熱忱、喜歡與人接觸",台北市大安區,無,部份工時：時分至時分,時薪,192,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=46297&HIRE_ID=13926039","台灣大創百貨股份有限公司",20251107
"人力資源管理師(此為現場徵才活動職缺)",全職,03,人資／法務／智財,030102,人力資源專員,1,20251208,"1.人才招募管理作業（履歷篩選、電話邀約及面試甄選…等相關作業）。2.人才發展與培訓，協助推動員工專業成長與人才培訓計劃，提升團隊整體能力。3.員工關係、勞資爭議的預防與處理，並依照法規適時修正人事制度及管理辦法。4.協助公司推行績效考核制度，並利用評核結果提供管理上的決策參考。5.配合勞動檢查與行政訪視相關作業。6.跨部門溝通協調，解決同仁問題。7.其他：執行主管交辦之部門專案性工作及其他主管交辦事項。114年12月6日（六）「中高齡友善職場聯合就業博覽會」活動時間：114年12月6日（六）10：30 ～16：00 (請於15:30前入場)活動地點：臺北車站1樓車站大廳(臺北市中正區北平西路三號) 洽詢電話：02-2338-0277*****請親洽*****想要知道更多活動資訊詳情，請於台北就業大補帖官網查詢 https://okwork.gov.taipei",台北市中山區,無,日班,月薪,40000,45000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=100495&HIRE_ID=13923693","東南旅行社股份有限公司",20251107
"金錦町-故宮門市兼職服務人員",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,4,20261231,"1.外場工作-現場顧客服務(包含菜單及商品介紹、點餐、送餐、收拾桌面等)。2.內場工作-簡易餐點及飲料協作、內場相關事務。3.配合店長指揮，協助店內事務。 4.上班時間上午08:30~17:00(無空班)。",台北市士林區,無,部份工時：時分至時分,時薪,190,200,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2473339&HIRE_ID=13362511","金鉑國際股份有限公司",20251028
"業務助理",全職,02,業務／貿易／銷售,020103,業務助理,2,20260131,"1、電訪客戶維繫及開發，穩定客戶關係。2、協助客戶對於商品價格的諮詢及報價相關問題服務。3、客戶訂單追蹤及出貨細節安排確認。4、協助業務人員處理銷售業務相關之公司內部行政作業。5、客戶聯絡資料整理。6、定期提供業務銷售狀況報表，供業務人員或部門主管參考。7、主管交辦事宜或部門後勤支援。(中間休息1小時20分鐘)",台北市南港區,無,日班,月薪,30000,37000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=136680&HIRE_ID=13936929","景明化工股份有限公司",20251113
"【合點壽司】內外場兼職人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20260127,"★◎※#13外場顧客接待設備操作說明桌邊服務環境清潔與維護內場：基礎食材處理食材備料與餐點製作環境清潔維護【工作地點】合點壽司 新板特區即將盛大開幕板橋店開幕前上班地點為合點壽司-京站店",台北市大同區,無,日班、中班,時薪,200,250,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2438531&HIRE_ID=13963821","那波麗士股份有限公司",20251127
"門市人員(內湖文德路)",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,3,20260107,"1.收銀導購  2.商品點收上架  3.顧客服務  4.庫存整理、盤點  5.工作環境清潔",台北市內湖區,無,中班,月薪,37000,50000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=410548&HIRE_ID=13924985","台灣卡多摩嬰童館股份有限公司",20251107
"家庭照顧服務員",全職,17,醫療／美容／保健,170113,照顧服務員,1,20251212,"在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。",台北市大安區,無,,月薪,32000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2586885&HIRE_ID=13983611","吳先生",20251205
"【連鎖餐飲集團 拉亞漢堡杭南門市兼職】",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,"榮獲連鎖早餐品牌幸福企業這是一個讓你開心上班、有活力、比太陽還早下班的好工作，好職缺數量有限，希望勇敢嘗試的你可以帶著一顆誠摯、認真的心來加入我們的行列！☑️【工作內容】1.櫃檯pos機操作點餐出餐2.餐飲製作及品質標準維持3.硬體設備維護及門市環境清潔整理4.個性開朗，具基本溝通能力5.上班時間為10:00~14:00★彈性排班如果你活潑愛熱鬧我們在找 YOU ☛ 學習成長、規劃未來就是現在!!其他條件對餐飲及服務工作有熱情，有衝勁的您，歡迎加入我們！",台北市中正區,無,日班,時薪,190,200,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=883191&HIRE_ID=13932727","森邦股份有限公司",20251111
"【連鎖餐飲集團 拉亞漢堡農安門市假日兼職】07:00-14:30",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,1,額滿為止,"榮獲連鎖早餐品牌幸福企業這是一個讓你開心上班、有活力、比太陽還早下班的好工作，好職缺數量有限，希望勇敢嘗試的你可以帶著一顆誠摯、認真的心來加入我們的行列！☑️【工作內容】1.餐飲製作及品質標準維持2.餐飲銷售及服務3.硬體設備維護及門市環境清潔整理4.個性開朗，具基本之溝通能力5.上班時間為05:30~14:30、10:00~14:30 (彈性排班)6.配合時數達140H以上，另有高工時獎金。7.通過各級考核與加計工作獎金，時薪最高可達200元 。★彈性排班如果你活潑愛熱鬧我們在找 YOU ☛ 學習成長、規劃未來就是現在!! 其他條件對餐飲及服務工作有熱情，有衝勁的您，歡迎加入我們！",台北市中山區,無,日班,時薪,190,200,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127296&HIRE_ID=13934157","商邦餐飲有限公司",20251112
"G004 助理主控工程師(助理導播)(製作工程部-主控組)",全職,13,傳播／娛樂／藝術,130111,視聽工程類人員,2,20261231,"工作內容1.監看節目、控制節目播出時間流程2.大夜值班津貼3.工作地點：內湖其他條件1.對工作具熱忱態度2.需細心、負責3.無經驗者可",台北市內湖區,無,輪班三班制,月薪,30000,40000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=186921&HIRE_ID=13810035","年代網際事業股份有限公司",20251115
"PT兼職",全職,22,其他職類,220101,兼職人員,100,20251216,"- 餐點製作- 收銀◆ 外送：$10-14/每趟次；外送趟次越多賺越多◆ 考核：每通過一站別考核即可為自己加薪($2/時)◆ 值班津貼：每小時40元(晉升幹部後)  ◆ 健檢：任職滿一年起，公司提供年度健檢照顧你的健康◆ 保險：除勞、健、勞退外，公司更為你投保團保維護你的安全◆ 員工用餐折扣：每月任職滿50小時，即享有乙次員工折扣優惠85折簡訊，除了自用也能分享給親友共享◆ 生日/節慶禮卷",台北市不限,無,,時薪,190,240,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=810&HIRE_ID=13878633","富利餐飲股份有限公司",20251016
"設計師助理",全職,17,醫療／美容／保健,170202,美髮技術員,20,20251231,"美髮技術之操作與顧客服務。*對美髮行業有興趣者尤佳",台北市不限,無,日班,月薪,28590,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2268811&HIRE_ID=13760117","立林國際股份有限公司",20251030
"社群企劃影音小編",全職,21,行銷／企劃／專案,210103,行銷企劃人員,1,額滿為止,"1. 產品與開課內容的企劃與行銷     透過話題與活動的設計、接觸潛在客戶     設計話題與節慶活動、產品與課程，進行推廣與行銷     協助業務之行銷推廣活動     中長期會員養客計畫     課程上下架管理、銷售績效統計與分析 2. 影音與視覺內容製作     拍攝短影音（如Reels、Youtube）     基礎剪輯與特效處理（擅長使用CapCut、或者影音剪輯軟體等）     製作限時動態、貼文圖片（Canva、Photoshop）     維持並把關品牌視覺與文案調性的管理 3. 文案撰寫與創意發想     撰寫社群貼文、廣告文案、活動文案     包裝產品故事，提升品牌形象 4. 會員與社群的顧客關係維護     回覆留言與私訊，導引架接業務銷售     引導粉絲互動、創造話題     法規風險與免責維護管理 5. CRM會員系統建置、數據分析，以及檔期活動之成效追蹤與企劃     持續使用專業分析工具、有效管理並優化推廣成效     擴大接觸潛在客戶     有效客戶的導購與策略分析 *擅長以下工具為佳:CapCut/Premiere、canva、Meta Business Suite 、Google Sheets ",台北市信義區,1年以上,日班,月薪,42000,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2605157&HIRE_ID=13948967","優善時空波科技股份有限公司",20251201
"【仁愛院區】部分工時庶務人員(景美站12/17微徵)",全職,17,醫療／美容／保健,170190,其他醫院從業人員,2,20251218,"1.傳送病人檢查、治療等。2.傳送檢體、文件、藥品等。3.清洗管路、器械及協助打包等。4.協助完成各工作區臨時交班庶務。[各工作區工作時間及休假天數]1.病房：需輪值三班 (1) 08:00-16:00 (2) 14:00-22:00 (3) 22:00-08:00。2.手術室：輪二班(假日休息) (1)08:00-16:00 (2)12:00-20:00。3.供應室：(週日休息) 08:00-16:00。4.周休二日+國定例假日另計。[薪資待遇]時薪190元(正常排班合計月薪可達28,590~30,000元)【12/17(三)14:00-16:00景美就業服務站微型徵才活動】",台北市大安區,無,日班、夜班、輪班三班制、中班,時薪,190,190,國小,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=469825&HIRE_ID=13985835","臺北市立聯合醫院",20251208
"北區長照系統資深業務專員",全職,02,業務／貿易／銷售,020102,業務人員,3,20281231,"•	新客戶開發與關鍵客戶維護•	業務文件製作•	協助團隊建設",台北市信義區,3年以上,日班,月薪,40000,100000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=355178&HIRE_ID=13841443","構思數位策略股份有限公司",20250930
"健身房救生員",全職,16,旅遊／餐飲／休閒,160302,水上救生員,2,20260112,"泳池現場營運",台北市信義區,1年以上,輪班二班制,月薪,32000,36000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1165891&HIRE_ID=13934303","寒舍國際酒店股份有限公司",20251112
"Selfish Burger-【連鎖餐飲集團 內場兼職夥伴】★通過各級考核與加計工作獎金，時薪可達$210以上★",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,額滿為止,"➽➽要找份兼職工作??歡迎排個時間聊聊!有的是好玩的夥伴，賺的是錢與開心~【工作內容】1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。2.測量食材的容量與重量。3.依照客人的點單，準備所需要的食材。4.於出菜時負責菜餚擺盤或調整份量之工作。5.製餐流程、符合食品安全衛生與製餐流程。6.學習團隊合作，達成團隊目標。7.披薩及義大利麵及其他各式前菜餐點製作。8.通過各級考核與加計工作獎金，時薪最高可達210元以上 。9.無經驗可其他條件個性活潑開朗，具備服務熱忱，歡迎加入我們團隊!",台北市信義區,無,部份工時：時分至時分,時薪,190,210,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127296&HIRE_ID=13937981","商邦餐飲有限公司",20251113
"中研院語言所語音實驗室誠徵研究助理1名",全職,14,教育／學術／研究,140202,研究助理,1,20251212,"一、	工作內容：（一） 協助學術研究工作，包括執行實驗、標記與分析語料、整　　　　理文獻、組織與參與讀書會...等（二） 兼辦相關行政業務。（三） 其他交辦事項。二、	應徵資格：（一） 具語音學相關背景知識與分析技能、包括聲學分析(特別　　　　是超音段現象，如聲調和語調之分析)、語料標記(包括自　　　　動標記工具之使用)、以程式(例如Praat Scripting)抓取量　　　　測與標記資料...等。（二） 具碩士學位。（三） 具備良好中英文能力、對語音學研究有興趣。（四） 具備其他程式語言(如Python、R)寫作能力、發音語音學儀　　　　器(如EGG、Ultrasound)操作技能、統計分析能力者優先　　　　考慮。三、待 遇：比照中研院業務費支薪標準（44，968 元以上） 。四、工作期間：起聘日期最早為115年1月1日。五、受理方式：意者請備妥中文履歷（包括學習與研究經驗及專長說明）、碩士論文摘要寄至 sftwang@as.edu.tw（王先生）。信件主旨註明「應徵中研院語言所語音實驗室專任助理」。資歷符合者安排面試，不合者不另函回覆，恕不接受電話詢問。於114年12月12日（星期五）前收到的申請將獲得優先審查；職缺將持續開放至錄取完成。",台北市南港區,無,日班,月薪,44968,56752,碩士,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1731&HIRE_ID=13959873","中央研究院語言學研究所",20251125
"機電監造工程人員(近南港昆陽食藥署)",全職,11,營建／製圖／施作,110110,工地監工,1,額滿為止,"工作地點：台北市南港昆陽街，近捷運南港昆陽站※證照：具公共工程品質管理人員證書(效期內)※學經歷：機電、水電、冷凍空調等相關科、系、所畢。具監造經驗。                  1.大學需具2年以上相關工作經驗。                  2.專科學校需具3年以上相關工作經驗。                  3.高職需具7年以上擔任監造工作經驗。   ",台北市南港區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=380383&HIRE_ID=13897487","喻台生建築師事務所",20251028
"月薪門市人員",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,1,20260831,"1.喜愛與人互動，具備推廣產品的能力。2.提供社員之接待與需求服務(如：電話諮詢、包裝及退換貨處理)。3.負責商品進貨入庫、銷售管理及庫存管理。4.維持門市週遭之整潔。(適用五五就業促進獎勵)",台北市北投區,2年以上,日班、中班,月薪,29000,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=19237&HIRE_ID=13619407","有限責任台灣主婦聯盟生活消費合作社",20250828
"【55plus】內、外場人員(4小時快樂上工)",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,6,20260831,"外場工作-服務顧客與環境整理內場工作-廚房小幫手，協助夥伴出餐",台北市松山區,無,部份工時：17時00分至21時00分,部分工時(月薪),16000,16000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2535713&HIRE_ID=13704015","瀧厚餐飲有限公司",20250923
"外場/兼職(洋城義大利餐廳)【公司符合職場支持輔導計畫】",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20251231,"1)迎賓帶位、菜單介紹、協助點餐與商品銷售服務。 2)跑單、擺盤、送餐及聯繫內外場服務。 3)於客人用餐完畢後，負責收拾碗盤與清理環境。 4)協助進行簡易餐飲料理，如：調配飲料、製作甜點等。 5)桌邊服務、結帳及POS機收銀等服務。 6)主管交辦事項。",台北市內湖區,無,日班、夜班,時薪,190,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2510425&HIRE_ID=13256621","米塔泰舍股份有限公司",20250306
"優質宅配專員",全職,15,物流／運輸／資材,150104,外務及快遞人員,15,20260203,"◎◎◎#05以騎乘機車方式進行包裹配送、貨物配送(區域固定)待遇：月薪35000元或可做兼職時薪220元以上各站所地點：台北所：台北市南港區重陽路423 巷2 號、台北市內湖區環山路二段11 號1樓、台北市中山區濱江街284 號信義所：台北市信義區嘉興街181 巷5 號、台北市松山區光復南路58 巷8 之1 號1 樓北投所：台北市北投區立德路111 號蘆洲所：新北市蘆洲區國道路二段86號三重所：新北市三重區光復路二段161號汐止所：新北市汐止區大同路一段495號中和所：新北市中和區環中路140號土城所：新北市土城區中華路2 段194 之1 號永和所：新北市新店區安和路二段88 號新店所：新北市新店區安康路二段296號",新北市不限,無,日班,月薪,35000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1197633&HIRE_ID=13976229","新瑞宅配股份有限公司",20251203
"醫美服務顧問(台北)",全職,06,客服／門市,060102,客戶服務人員,2,20251231,"1.提供客戶基礎潔膚/卸妝技巧/臉部保養清潔等美療服務2.醫美療程/美容保養品介紹銷售等相關業務3.為客戶作肌膚檢測與分析，提供專業建議與保養服務*有醫美診所經驗1年以上/相關化妝品專櫃經驗優先錄取",台北市不限,2年以上,中班,月薪,40000,100000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2372115&HIRE_ID=13814951","聖宜診所",20251127
"家庭照顧服務員",全職,17,醫療／美容／保健,170113,照顧服務員,1,20251211,"在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。",台北市中山區,無,,月薪,32000,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2609293&HIRE_ID=13980947","趙小姐",20251204
"業務助理",兼職,02,業務／貿易／銷售,020103,業務助理,2,額滿為止,"協助業務人員執行業務推廣，完成銷售工作，並執行業務相關的行政、後勤工作。",台北市中正區,5年以上,中班,部分工時(月薪),20000,35000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2437629&HIRE_ID=13881727","赫瑪士有限合夥",20251017
"私人司機",全職,15,物流／運輸／資材,150103,小客(貨)車司機,1,20260203,"領有小型車的駕駛執照，駕駛小貨車／小客車載運乘客。",台北市大安區,5年以上,日班,月薪,38000,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2326369&HIRE_ID=13975797","新凱投資股份有限公司",20251203
"總務採購專員－經營企劃暨人資Team",全職,15,物流／運輸／資材,150303,採購人員,1,額滿為止,"1.辦公室管理-辦公室環境管理及優化、機電、空調及辦公設備管理與維護、固定資產管理、ESG-溫室氣體盤查與減碳專案…等2.職安衛管理_擔任安全衛生管理人員，辦理環安衛及消防等相關業務並協助教育訓練…等。3.採購業務-集團共購申請與管理及採購詢比議價與廠商管理…等。4.保險業務-公司營運所需相關險種投保評估與管理。5.行政支援-全公司節慶活動辦理、主管國外差旅安排...等。6.主管交辦事項",台北市內湖區,3年以上,日班,月薪,38472,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=294727&HIRE_ID=13927911","安源資訊股份有限公司",20251204
"兼職】摩斯南港昆陽店(075mos)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20251216,"**兼職人員**目前急徵：早、中、晚班全時段皆可工作內容：收銀服務、材料準備、漢堡製作等。工作時段：每日需排班工作4小時以上(1)早班 07:00~14:00(2)中班 14:00~23:00(3)晚班+打烊班 17:00~01:00(詳細內容請洽店舖)【–MOS漢堡歡迎您的加入–】",台北市南港區,無,,時薪,190,235,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=41434&HIRE_ID=13884465","安心食品服務股份有限公司",20251020
